,word1,word2,prediction
767,farm,wind,-1.5775544781032556
768,fashion,handwriting,-1.6794486939678839
769,fashion,outfit,-1.263679051582564
770,fast,fast,-0.0
771,father,pop,-1.6517313374024014
772,fauna,toy,-1.7608814852064572
773,fear,panic,-1.003193549484527
774,fear,terror,-1.214339192637668
775,feather,grey,-1.406344380606434
776,feather,hummingbird,-1.4307217993597465
777,feather,insect,-1.510610304624986
778,feather,nest,-1.3615180298071896
779,feather,sunflower,-1.5229450555341506
780,feather,truck,-1.7415901259546531
781,feather,wild,-1.4807578812160553
782,feature,side,-1.5973175981427303
783,fee,tuition,-1.1546573623196983
784,feel,idea,-1.2706697440511883
785,feel,kiss,-1.491073938954812
786,feline,nut,-1.7305746282645769
787,feline,paw,-1.3976659341376356
788,fell,tear,-1.591151191803953
789,female,live,-1.5461432357284104
790,female,machine,-1.7043864631705625
791,female,makeup,-1.5416999269349243
792,festival,musician,-1.4936360899350494
793,fever,symptom,-1.1428622294685322
794,fiction,romance,-1.0803434695307477
795,field,science,-1.5023841707171266
796,field,squirrel,-1.689552886343261
797,filled,filled,-0.0
798,film,movie,-0.7465647002665322
799,finger,toe,-1.1455401113383754
800,fingerprint,identification,-1.1052021228411004
801,fire,smoke,-1.1666464372441105
802,fire,water,-1.4262050129391577
803,first,initial,-1.378083214003136
804,fishing,rainbow,-1.4474437291896476
805,five,month,-1.3995317361586994
806,flag,iris,-1.6400249862714837
807,flag,quote,-1.6529417848819603
808,flame,reaction,-1.6213124078783647
809,flame,sidewalk,-1.5983934402100544
810,flamingo,hummingbird,-1.32753987578386
811,flamingo,office,-1.7224861274123902
812,flat,housing,-1.5586931872194802
813,flight,jaguar,-1.7262114082670421
814,flight,trip,-1.2855641845263654
815,flood,flow,-1.3848193689287371
816,flood,line,-1.6565179002442567
817,flood,water,-1.3276076196702187
818,floor,level,-1.5555693415156646
819,floor,roof,-1.0699092957654044
820,floor,staircase,-1.0947963019544775
821,flower,foliage,-1.1297158242437526
822,flower,fruit,-1.2958545049562664
823,flower,violet,-1.2599355661797529
824,flower,wild,-1.3999784993844047
825,flush,spin,-1.6116462777835223
826,flute,wind,-1.6034130826710309
827,flying,sexy,-1.6713847117014948
828,focus,think,-1.5283728661735443
829,foliage,ivy,-1.324176129050551
830,foliage,moss,-1.2866637101863998
831,foliage,pink,-1.358404599720193
832,foliage,purple,-1.2634655243493893
833,foliage,violet,-1.345786201301232
834,follower,satellite,-1.8265570293115942
835,food,frozen,-1.3008120514858836
836,food,noodle,-1.3142432121746936
837,food,produce,-1.376629360227028
838,food,sausage,-1.302336742348877
839,food,wild,-1.5056861932316745
840,foot,piano,-1.658459198161155
841,foot,tall,-1.2413972591986273
842,foot,train,-1.5564266534788571
843,force,sacrifice,-1.5874411811373055
844,forecast,message,-1.748216733540243
845,forecast,predict,-1.3646492905454348
846,foreigner,travelers,-1.467974485686655
847,forest,ground,-1.4668194933547316
848,forest,nature,-1.3950448630504042
849,foul,play,-1.5286082636449696
850,found,found,-0.0
851,foundation,support,-1.4546937181961335
852,friend,guy,-1.2578469650783795
853,friend,happy,-1.3791838431166097
854,friend,smile,-1.4346766997192304
855,frog,poppy,-1.6101905956018352
856,frog,tropical,-1.4872193906167064
857,frog,whale,-1.3498362599971712
858,frost,lily,-1.4572342028178533
859,frost,shade,-1.3979000195633038
860,frost,sunshine,-1.3656542545932904
861,frost,weather,-1.3513819204260022
862,frozen,pebble,-1.7250693780964212
863,frozen,raspberry,-1.3290014102171126
864,frozen,salad,-1.183972153302054
865,fuel,lighter,-1.4508831206280912
866,full,full,-0.0
867,fun,guy,-1.2989446196557795
868,fun,kid,-1.2193849481110024
869,fun,relax,-1.3846564175764908
870,fun,sexy,-1.2947935017568732
871,fungi,leather,-1.7404043581173556
872,fungi,plant,-1.4277595474689522
873,furniture,man,-1.675918682058193
874,furniture,nature,-1.6539121209474636
875,game,sign,-1.6390389439314699
876,gang,murder,-1.2302208844488127
877,garbage,lunch,-1.6127822752466907
878,garbage,rubbish,-0.8248453986111076
879,garden,house,-1.261503845910339
880,garden,patio,-1.0098303168490192
881,garden,plantation,-1.3961732198179329
882,garlic,meal,-1.270957831081856
883,garment,tie,-1.4835907877050352
884,gas,state,-1.6247001884090564
885,gasoline,pepper,-1.748110569417845
886,gate,hotel,-1.5076014834355362
887,gauge,meter,-1.5158449450466438
888,gear,mechanism,-1.5356157380744355
889,gear,reverse,-1.6218450740980546
890,gender,representation,-1.42921507712665
891,gender,sex,-1.306384742469299
892,giraffe,harbor,-1.7492541779226505
893,giraffe,lion,-1.1564460927850384
894,giraffe,mist,-1.675256704420395
895,girl,morning,-1.5973140107306136
896,girl,wind,-1.6951347798859018
897,give,sacrifice,-1.4759494654756222
898,glass,tub,-1.3107783120598844
899,glittering,smile,-1.5274233015652992
900,glittering,sunshine,-1.4599057130206625
901,glove,wear,-1.3987362543258677
902,goal,objective,-1.3936449503843005
903,goat,milk,-1.1410027896457298
904,gold,texture,-1.667678284448646
905,good,sheet,-1.6783262367487695
906,goose,mallard,-1.3094472878865357
907,gore,pierce,-1.5773513498264833
908,government,immunity,-1.4540441689119652
909,government,transportation,-1.4937880551003624
910,gradual,slow,-1.191264689013143
911,grass,ruin,-1.5775081792749852
912,grass,weed,-1.1730049775852427
913,grate,lean,-1.5492626097479778
914,grave,hat,-1.6837296600614102
915,grave,shore,-1.604845502675341
916,graveyard,porch,-1.4559835749917907
917,graveyard,pug,-1.6971476755514254
918,greater,greater,-0.0
919,green,number,-1.7064986764503414
920,green,phone,-1.7347388269465285
921,green,violet,-1.221196253342456
922,green,yellow,-0.8546266980502351
923,grey,orange,-1.2146009335120587
924,grey,purple,-1.1150201077293516
925,grey,violet,-1.2200553855759508
926,grey,white,-1.0400608356289438
927,grip,hold,-1.3460091552644187
928,group,vinyl,-1.7390944215153323
929,growth,stock,-1.5395206647049084
930,guarantee,warranty,-1.2586473131903846
931,guardian,livestock,-1.6994035100305929
932,guild,smith,-1.6580104546825754
933,guitar,piano,-0.8468924407626187
934,gun,kennedy,-1.6922756924664688
935,gun,picture,-1.619011425283629
936,gun,stair,-1.694268252119492
937,guy,happy,-1.3260503408429798
938,guy,idea,-1.266870713407939
939,guy,people,-1.4024688810610817
940,guy,tear,-1.625207056204578
941,guy,wire,-1.685360613649338
942,hack,machine,-1.5293099277703646
943,hail,remember,-1.6661629549008492
944,haircut,sexy,-1.416340038108598
945,half-hour,weeknight,-1.5094287350891158
946,hamburger,nutrition,-1.515602455224865
947,hamster,party,-1.759716427756392
948,hand,left,-1.3094767766738724
949,hand,stand,-1.3703165528970362
950,handle,lighting,-1.6250027793707387
951,handle,tram,-1.7457912109973477
952,handwriting,pig,-1.746196135355122
953,handwriting,sketch,-1.387189460140903
954,hanging,probability,-1.760952530649395
955,hanging,stencil,-1.5450753837860978
956,hanging,stop,-1.5734470173696447
957,happy,kid,-1.3222395074217212
958,happy,love,-1.1575372217568793
959,happy,mom,-1.265536800445207
960,happy,night,-1.5032181912757272
961,happy,rusty,-1.6746382619893287
962,happy,time,-1.373700335708709
963,harbor,harbour,-0.8812082215315429
964,harbor,port,-1.2448664740405113
965,harbor,sailing,-1.2866145441664083
966,harbor,sea,-1.1507571699820458
967,harbor,sunk,-1.3366711763426518
968,harbour,sea,-1.2368042371157209
969,hard,zoo,-1.7260534878783163
970,hawk,hummingbird,-1.387916967294635
971,hawk,insect,-1.5440919274101719
972,hawk,mallard,-1.4153329155396321
973,head,question,-1.6841535998363832
974,head,secretary,-1.3980103498962608
975,headlight,light,-1.3692379117312834
976,health,welfare,-1.1517005712207329
977,heart,space,-1.6522375209494957
978,height,infinite,-1.6208643526934154
979,helix,spiral,-1.3359011863348464
980,herb,mushroom,-1.1089037138481526
981,heroin,shoot,-1.6867161613363122
982,highway,street,-1.2850545748605793
983,highway,traffic,-1.1570560902324452
984,hike,production,-1.6889619516917054
985,hill,mountain,-1.0908941534059617
986,hill,river,-1.3001167715002897
987,hill,town,-1.2936755344502764
988,hinder,relieve,-1.4068536321930107
989,history,recital,-1.6422917124959728
990,hit,pop,-1.4294940921849404
991,hockey,play,-1.3587649697486242
992,home,return,-1.5060834958488893
993,homer,odyssey,-1.6630337010454013
994,honolulu,vacation,-1.5768289091596899
995,hood,protection,-1.616673200792898
996,horse,interior,-1.7318435659168399
997,horse,sweet,-1.5665692673121343
998,hostility,war,-1.4440111309470642
999,hot,winter,-1.4449475288835876
1000,hot,zombie,-1.6569086552797576
1001,hotel,house,-1.38194490307072
1002,house,poster,-1.6232844455351274
1003,house,staircase,-1.403361486262321
1004,house,windmill,-1.532052331879675
1005,hummingbird,moss,-1.5734106037666051
1006,hummingbird,reptile,-1.471728334793829
1007,husky,painting,-1.6768674847096903
1008,husky,play,-1.6463753999941115
1009,icon,representation,-1.638795519446134
1010,idea,stop,-1.4744806031169146
1011,image,image,-0.0
1012,implement,use,-1.3962417444200896
1013,improvement,recovery,-1.2645686901676019
1014,income,sales,-1.2605079116167248
1015,index,mass,-1.6676839185304324
1016,information,target,-1.6012721293477934
1017,inhale,smoking,-1.406683138862477
1018,initial,letter,-1.5035922007484832
1019,ink,liquid,-1.3006160456002744
1020,ink,pencil,-1.1849571903390903
1021,installation,zoo,-1.704413963885832
1022,instruction,lesson,-1.181512667323083
1023,instruction,recipe,-1.6575753712062058
1024,intending,plan,-1.482648485255262
1025,intensity,quiet,-1.537542406519211
1026,interest,possess,-1.6076297319239654
1027,interior,roof,-1.3090853664759716
1028,interior,tall,-1.5946473769711802
1029,interior,wall,-1.39009788384094
1030,invalid,void,-1.3081963468814441
1031,ipod,rope,-1.682555708144354
1032,iron,splash,-1.6024707481959075
1033,isolation,solitude,-1.259463118800418
1034,israel,terror,-1.4113525975025998
1035,item,newspaper,-1.6775376812051104
1036,ivy,urban,-1.6338761899345342
1037,jacket,jean,-1.3942379271386416
1038,jacket,leather,-1.0497852788724331
1039,jacket,shirt,-0.8173341060624338
1040,jackson,quota,-1.8373977408262514
1041,jaguar,pier,-1.7443399362627856
1042,jail,nick,-1.694125219517912
1043,jazz,musician,-1.0913387898663904
1044,jazz,neck,-1.7115796702452515
1045,jazz,piano,-1.0390336136613236
1046,jean,outfit,-1.5021521216448115
1047,jean,shirt,-1.407481205250871
1048,jellyfish,texture,-1.656560849384906
1049,jewel,person,-1.713283735085548
1050,joke,law,-1.6721986515731706
1051,journal,writing,-1.383987237577468
1052,jump,sunlight,-1.6801567003085522
1053,jumper,sweater,-1.4128598010604914
1054,justice,official,-1.503172209560946
1055,juvenile,rope,-1.7274089542336775
1056,keep,keep,-0.0
1057,key,palace,-1.7526989810532991
1058,kiss,lip,-1.3310223247567325
1059,kiss,sweet,-1.3189504822616047
1060,kitchen,outfit,-1.5892953675124502
1061,kitchen,sleep,-1.5580762590312112
1062,kitchen,stair,-1.4447000215314307
1063,kitchen,wedding,-1.5418769011150109
1064,kitten,kitty,-1.0207227308589188
1065,kitten,paw,-1.247042315907323
1066,kitten,rain,-1.7190690100189185
1067,kitty,licking,-1.49259520027499
1068,knitting,stitch,-1.0956958158063566
1069,lady,stop,-1.6129746789201667
1070,lady,sunset,-1.5859301601316347
1071,lager,yeast,-1.3716323349769604
1072,lake,valley,-1.0233157864123092
1073,lamb,young,-1.660683879654908
1074,lamp,light,-1.1188935330332845
1075,landscape,painting,-1.218089602358519
1076,lantern,oak,-1.5505003763523102
1077,lapse,suspension,-1.594279540424003
1078,last,senior,-1.625577467593771
1079,law,lawyer,-1.3374575265565167
1080,law,mosaic,-1.7918192767882235
1081,law,similarity,-1.713522208093371
1082,leaf,nature,-1.629986642280244
1083,learning,study,-1.368272063650827
1084,leather,sunshine,-1.677142565041584
1085,lebanon,war,-1.4802970221539689
1086,left,play,-1.5896151125142284
1087,left,sitting,-1.4478634118167835
1088,left,smile,-1.604709323245599
1089,left,stop,-1.5435029725570841
1090,left,walk,-1.482960999472739
1091,levy,request,-1.5874545942723115
1092,license,security,-1.5444506678286163
1093,licking,puppy,-1.4453096443765496
1094,licking,sitting,-1.4320220267973327
1095,lie,line,-1.5996825418845702
1096,life,story,-1.364814712809298
1097,light,neon,-1.2668782007889108
1098,light,shade,-1.1882238242528762
1099,light,sleep,-1.5799222595506521
1100,lighter,lighter,-0.0
1101,lighting,person,-1.7067338989587066
1102,lily,purple,-1.261271183267733
1103,line,lunch,-1.649708098937028
1104,line,temple,-1.6941632566528508
1105,lineup,roll,-1.646940397495395
1106,lingerie,underground,-1.7451710015428308
1107,link,union,-1.6995813167987541
1108,lion,square,-1.595828991210071
1109,lion,tiger,-1.0206486822837986
1110,lip,run,-1.718956092223697
1111,liquid,liquid,-0.0
1112,liquid,matter,-1.6008487649127643
1113,list,position,-1.6435734228058028
1114,live,makeup,-1.6907342626817874
1115,live,race,-1.6441802711819222
1116,living,support,-1.633552953868958
1117,load,weight,-1.3548986402374188
1118,location,property,-1.4437746090333783
1119,look,look,-0.0
1120,looking,search,-1.4402558015777172
1121,lost,people,-1.5144133029553863
1122,low,shoulder,-1.6503726760684883
1123,lower,sustain,-1.5063775863768967
1124,machine,pond,-1.6678187147941856
1125,madhouse,mental,-1.704934731507486
1126,magnolia,maple,-1.3317378179633828
1127,majority,number,-1.4758625254008972
1128,maker,manufacturer,-0.9598379530788982
1129,makeup,people,-1.6770612280584267
1130,makeup,skull,-1.566846063964658
1131,male,man,-1.3738663132629128
1132,male,tongue,-1.6018006170351207
1133,mallard,portrait,-1.7026337545610806
1134,man,sexy,-1.3955444989369514
1135,map,weed,-1.7333241137750888
1136,marble,marching,-1.6522228730980313
1137,marble,monkey,-1.5911736137117787
1138,marble,statue,-1.2112789121603589
1139,marble,stone,-0.9187408821418692
1140,marble,wall,-1.2535980376872025
1141,mark,trace,-1.628223069727205
1142,market,sell,-1.244870865913303
1143,married,person,-1.56261773592152
1144,mask,roof,-1.6076791362559804
1145,match,stadium,-1.4668105856415694
1146,mature,mature,-0.0
1147,maxwell,transmission,-1.820970758691398
1148,mayor,water,-1.7443765269291451
1149,meaning,translation,-1.3175377155121768
1150,measure,money,-1.5826821213004576
1151,measure,sea,-1.7086659884830864
1152,meat,pond,-1.6285281732234933
1153,mechanism,stabilize,-1.4858726202283798
1154,medium,organization,-1.7175980604616234
1155,melody,music,-1.1489490604776866
1156,memorial,people,-1.703407531919061
1157,memorial,rope,-1.7415471596963972
1158,memory,operation,-1.583724024295069
1159,merchandise,stock,-1.5429341550734512
1160,metal,silver,-1.2343280143315305
1161,metal,zinc,-1.265818872525954
1162,metro,station,-1.208378979798502
1163,microwave,radiation,-1.4321552257721533
1164,mill,sunflower,-1.5541879238193477
1165,mill,wild,-1.6363676142784278
1166,mind,mind,-0.0
1167,mind,recall,-1.4534883372079517
1168,ministry,resident,-1.6688880482292683
1169,minor,minority,-1.6631024774331915
1170,mirror,raspberry,-1.7498298363724007
1171,mist,sunshine,-1.296447610971
1172,misty,rain,-1.3499041245579155
1173,misty,scenery,-1.3542121449520046
1174,misty,sky,-1.2085519160620173
1175,misty,sunrise,-1.2573384282599132
1176,misty,weather,-1.4928032215861382
1177,modification,surprise,-1.7264451059833796
1178,money,pile,-1.5879992326591823
1179,month,week,-0.7914450788554035
1180,moon,mushroom,-1.5706277247198526
1181,moon,planet,-1.1164142468664906
1182,moon,sky,-1.026958397226954
1183,moon,sun,-1.071683740761279
1184,morning,sky,-1.4151270878574695
1185,morning,sleep,-1.4196904231301737
1186,morning,time,-1.410587301271656
1187,moroccan,morocco,-1.2898856555074287
1188,mother,pregnant,-1.068448576754745
1189,mother,yeast,-1.7583911783457786
1190,motor,vehicle,-1.1570328851063205
1191,motto,volunteer,-1.5772435956700965
1192,mountain,sea,-1.3316036662208786
1193,mouth,tongue,-0.8947514093508375
1194,move,shifting,-1.411040556714723
1195,move,spread,-1.564301819516086
1196,move,stick,-1.4733768338555664
1197,move,swell,-1.5780161651085136
1198,movie,television,-1.363852362152824
1199,mural,paint,-1.3292465107725229
1200,murphy,potato,-1.7251933723919195
1201,muscle,nature,-1.6577084093248502
1202,mushroom,salad,-1.0375229763350473
1203,music,sound,-1.1327358340522722
1204,musical,opera,-1.0967782898935072
1205,musician,piano,-1.252598157416271
1206,narration,telling,-1.517016248667414
1207,native,rhodes,-1.7102576839423238
1208,nest,wasp,-1.2898640541983628
1209,night,sitting,-1.4339032961549878
1210,night,sunset,-1.3095396864090334
1211,noise,splash,-1.5575391299536459
1212,notebook,production,-1.7311311920604349
1213,nude,painting,-1.4375301547681212
1214,number,square,-1.6255361767561762
1215,number,web,-1.6069797120032085
1216,occupancy,percent,-1.3703792311395255
1217,ocean,sea,-0.7346491369312165
1218,ocean,underwater,-1.1622169008641625
1219,ocean,water,-1.2209734106388035
1220,opening,up,-1.4912189477186775
1221,opera,serial,-1.627381315983334
1222,orange,pink,-0.907357381031729
1223,orange,purple,-0.879555393916388
1224,orange,red,-0.8299442603582892
1225,orange,strawberry,-1.0758860454620003
1226,order,world,-1.6460389863733402
1227,outdoor,swimming,-1.1616245116339552
1228,outfit,skirt,-1.1116614143653767
1229,overflow,sewer,-1.3818639923561133
1230,padding,tower,-1.7228890168750295
1231,paint,puddle,-1.4792239184702989
1232,pakistan,radical,-1.6528836063581136
1233,panorama,scenery,-1.1543115278911262
1234,paper,paper,-0.0
1235,paper,tattoo,-1.6203546348691584
1236,papers,security,-1.6644291974857746
1237,parade,store,-1.6256775948225435
1238,parade,table,-1.667413970339475
1239,parcel,region,-1.6145650014868085
1240,parking,photographer,-1.7648698359734574
1241,parrot,wing,-1.5764777145425855
1242,part,pressing,-1.597680656947601
1243,part,substance,-1.5679755289314519
1244,patch,spot,-1.5843348577289358
1245,patent,professional,-1.689436009308239
1246,path,sunflower,-1.7816252286670962
1247,patio,room,-1.1870918410306674
1248,patio,sitting,-1.295161441671895
1249,patio,swan,-1.6471681502804756
1250,patio,washing,-1.4371825359611758
1251,patronage,people,-1.7052419882791583
1252,patterned,professor,-1.8366272870877545
1253,pavilion,terrace,-1.2220648762889534
1254,paw,pet,-1.3690754021963907
1255,peace,war,-1.3392872501927489
1256,pebble,sand,-1.2731022424282303
1257,people,wounded,-1.4666506652520033
1258,perceive,touching,-1.5363840358174878
1259,perform,solo,-1.4703979186036062
1260,permission,tolerance,-1.737281884825912
1261,person,technician,-1.5810123674599825
1262,petal,yellow,-1.4164346977727285
1263,phantom,shadow,-1.418635707292809
1264,phone,stock,-1.7126124686487694
1265,photo,picture,-1.0774630460421848
1266,photography,portrait,-1.1543885400218257
1267,physical,resolution,-1.6370273425349342
1268,piano,wolf,-1.640334394351104
1269,piece,sail,-1.6777593852666084
1270,pigeon,reading,-1.7472517019602367
1271,pigeon,round,-1.700328233918962
1272,pillow,stone,-1.5019724899323537
1273,pink,red,-0.8187992408310499
1274,pink,shade,-1.1730634751953428
1275,pink,yellow,-0.8161647063554743
1276,pizza,railway,-1.7453117305170769
1277,place,place,-0.0
1278,place,position,-1.3879548168325115
1279,place,siphon,-1.7406812925693649
1280,plane,radar,-1.3720805271363452
1281,plant,seed,-1.3077239664865807
1282,plant,skate,-1.7787714897336797
1283,plot,strategy,-1.519764994997574
1284,pod,round,-1.649987633576743
1285,point,second,-1.2404700218659859
1286,point,tennis,-1.6954307921306984
1287,point,trouble,-1.4455567011101742
1288,poll,straw,-1.6210679242378427
1289,poll,vote,-1.1902236504774795
1290,poodle,terrier,-0.9458935860532026
1291,porch,pug,-1.7010517989098168
1292,porch,staircase,-1.15543759623127
1293,portrait,rocket,-1.8163169195123068
1294,possession,possession,-0.0
1295,post,view,-1.5498128650298721
1296,post,white,-1.6830025106392523
1297,potato,sweet,-1.118594507843763
1298,power,sway,-1.4765889461281163
1299,pregnancy,pregnant,-0.9551070288877337
1300,price,price,-0.0
1301,print,produce,-1.5066688985853025
1302,process,rule,-1.466875243426842
1303,production,theater,-1.5435571295153236
1304,project,project,-0.0
1305,proper,right,-1.4202320117655363
1306,property,size,-1.6764496809730545
1307,protection,roof,-1.6337005422405102
1308,protocol,rule,-1.3842822088798459
1309,publish,show,-1.604463607914169
1310,puddle,street,-1.6020868773465209
1311,purple,red,-0.7699879438557533
1312,purple,shade,-1.1524907089051184
1313,purple,stripe,-1.2376766117048692
1314,put,space,-1.5531792623543772
1315,quiet,silence,-1.207836829201032
1316,race,racing,-0.9627192003549601
1317,racing,shirt,-1.65920165352541
1318,racket,tennis,-1.401427631718509
1319,radical,uniform,-1.6955626769746686
1320,rail,train,-1.0333836359694133
1321,railroad,underground,-1.3643403311104352
1322,railway,station,-1.0898019542877275
1323,railway,train,-0.9598163111378735
1324,rain,sun,-1.2595015656308095
1325,rainbow,whale,-1.4475980510494513
1326,raise,shoulders,-1.665960188198951
1327,raising,upbringing,-1.6399964096153952
1328,rap,tap,-1.613066210685944
1329,ray,shark,-1.5557161138564388
1330,read,reading,-0.8796535729599896
1331,recognition,recognition,-0.0
1332,recognition,seeing,-1.5867793214914814
1333,record,score,-1.3451999277593603
1334,record,write,-1.6383095281722186
1335,red,shade,-1.2566051616487872
1336,red,tea,-1.4028857110298047
1337,red,white,-0.8336053974105314
1338,redhead,reflection,-1.6994218125323206
1339,relax,sunshine,-1.4457992835815323
1340,religion,trinity,-1.474833694374965
1341,representative,voice,-1.653849514432731
1342,reptile,swim,-1.5995306350666076
1343,reptile,wild,-1.5202348704797866
1344,reservation,reservation,-0.0
1345,resistance,resistance,-0.0
1346,restaurant,shopping,-1.348768539923561
1347,restaurant,sushi,-1.085386978548221
1348,restaurant,violet,-1.7603171567983364
1349,review,study,-1.4207014039551487
1350,reviewers,writer,-1.5282590776141185
1351,rice,soup,-0.9459719776821968
1352,rice,yellow,-1.4560477493095767
1353,river,stream,-1.2951728272053689
1354,riverside,vietnamese,-1.5823525371051292
1355,road,sidewalk,-1.3541138219847073
1356,robbery,rolling,-1.7533827369413375
1357,rock,stone,-1.2495651323829047
1358,rodent,smile,-1.6914267824856375
1359,rolling,sound,-1.5351248155444641
1360,roof,stair,-1.322335418695428
1361,roof,tile,-1.1969106316595512
1362,room,stair,-1.4653286091891924
1363,rope,shore,-1.5501564495028965
1364,rose,rose,-0.0
1365,rough,rough,-0.0
1366,round,travel,-1.667685122036513
1367,row,terrace,-1.5252287778142295
1368,rugby,soccer,-0.9435641107327374
1369,ruin,shore,-1.5438720669507906
1370,ruin,stone,-1.507863284234261
1371,ruin,town,-1.5222449771709092
1372,run,train,-1.5244455017351197
1373,running,sprint,-1.4737503839819868
1374,rust,rusty,-1.219005138265928
1375,rusty,shade,-1.4927440099464024
1376,sacrifice,sacrifice,-0.0
1377,sailing,sunk,-1.398159334740071
1378,salad,soup,-0.6939397758060376
1379,salad,sweet,-1.1147345350811186
1380,scenery,shore,-1.4619085980887117
1381,scenery,sketch,-1.5427425517381959
1382,scenery,skyline,-1.3198776613309116
1383,scenery,sunshine,-1.3545646053301335
1384,scenery,trail,-1.378106320526629
1385,scenery,valley,-1.4120581349796433
1386,school,traffic,-1.6624986611797172
1387,science,shelter,-1.745864079721366
1388,sea,sing,-1.6956075445067023
1389,sea,swim,-1.319149633028984
1390,seal,washers,-1.4888418002709078
1391,season,summer,-1.2466998563966636
1392,second,time,-1.3679652810329372
1393,session,surprise,-1.6353949841922106
1394,sexy,smile,-1.397509516710189
1395,shade,sunlight,-1.1614166311568568
1396,shade,whale,-1.6955391485811453
1397,shade,yellow,-1.217370780205879
1398,shed,traffic,-1.7074337885240332
1399,sheet,window,-1.4545458115330796
1400,shifting,shifting,-0.0
1401,shirt,show,-1.626448155016016
1402,shirt,skirt,-1.0079841074141351
1403,shoot,sucker,-1.486214280685385
1404,shop,shopping,-1.079676157720425
1405,shop,summer,-1.5965857663737189
1406,shore,swim,-1.2756361871404391
1407,shore,valley,-1.3810281289951754
1408,shore,waterfall,-1.4355167730582843
1409,shore,woodland,-1.4768077520400384
1410,shot,shot,-0.0
1411,side,street,-1.3867155942789258
1412,sight,vision,-1.3510727636984512
1413,sign,street,-1.5473565442553834
1414,silence,still,-1.4708163132725967
1415,singles,tennis,-1.3736552713624688
1416,sit,sit,-0.0
1417,situation,things,-1.241063871671778
1418,skate,skating,-0.9182548133700532
1419,sketch,texture,-1.5692873450931761
1420,skin,television,-1.795489559054494
1421,skull,storm,-1.650254517936238
1422,sky,sunlight,-1.1691894753371586
1423,skyline,skyscraper,-1.1003889909703617
1424,slash,stroke,-1.6569891809511499
1425,slave,work,-1.6388545566378252
1426,slave,worker,-1.478386345990341
1427,sleeping,waking,-1.05477961775143
1428,small,valley,-1.5086171804543247
1429,smash,success,-1.5996378325451799
1430,smile,stand,-1.5227351009665624
1431,smoking,sunny,-1.6764645542676508
1432,snake,taxi,-1.630878561815079
1433,snap,touch,-1.3843693334257243
1434,snow,sunshine,-1.2188553236693305
1435,space,space,-0.0
1436,species,stability,-1.6923152577350014
1437,spiral,staircase,-1.2251054988187742
1438,splash,swim,-1.401598715626901
1439,spring,sunshine,-1.3501387563642047
1440,sprint,standing,-1.705484999510751
1441,square,town,-1.4075742749359839
1442,stair,steel,-1.4794534408951159
1443,stamp,weave,-1.707184756054196
1444,star,storm,-1.6828681849232958
1445,statement,word,-1.4493136438827776
1446,station,train,-1.1342627917566368
1447,steel,weapon,-1.6116310760331232
1448,steel,wing,-1.6036410940649208
1449,stock,stock,-0.0
1450,stone,wall,-1.2382425109153186
1451,storm,sweet,-1.6948503827883055
1452,storm,thunderstorm,-1.0200412285955918
1453,straight,stretch,-1.339599490178511
1454,strains,trouble,-1.6597459575673057
1455,strawberry,sweet,-1.1091074579421205
1456,strawberry,tomato,-1.104909873416421
1457,string,string,-0.0
1458,string,team,-1.7139657898424843
1459,stripe,violet,-1.3549962041539496
1460,stripe,white,-1.2648487180628019
1461,stroke,stroke,-0.0
1462,study,study,-0.0
1463,subway,train,-1.0504239133981499
1464,suffering,suffering,-0.0
1465,summer,weather,-1.279995742160103
1466,sun,sunshine,-0.9995610532829098
1467,sunglass,weed,-1.8009040263600353
1468,sunny,sunset,-1.2449092696878814
1469,sunny,wet,-1.3859500583079956
1470,sunny,winter,-1.2214463898846704
1471,sunshine,weather,-1.2250579872734657
1472,supporters,trader,-1.7951696067266554
1473,surf,surfer,-1.064468190735129
1474,swim,swimming,-0.9058401590600824
1475,swim,underwater,-1.3042753777702767
1476,swim,vehicle,-1.7568278625110039
1477,tea,village,-1.5787321113017467
1478,tenure,term,-1.329830303411304
1479,term,term,-0.0
1480,things,things,-0.0
1481,town,village,-0.797625030389527
1482,track,yellow,-1.6702021928718236
1483,trading,trading,-0.0
1484,trading,traffic,-1.6240114187848607
1485,trailer,vehicle,-1.3597833043786893
1486,travel,wandering,-1.6052803728652512
1487,travel,wood,-1.7476043709991198
1488,troops,troops,-0.0
1489,upgrade,upgrade,-0.0
1490,van,vehicle,-1.4710700142167317
1491,vanished,vanished,-0.0
1492,vine,wine,-1.3781500741225614
1493,violet,yellow,-1.1334919786507902
1494,washer,worker,-1.6956957601566305
1495,water,water,-0.0
1496,ways,ways,-0.0
1497,white,white,-0.0
1498,wife,woman,-1.0861842796192758
1499,word,word,-0.0
